Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 4
Decoder hidden units: 32
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 825,442

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
   31 |   1.6049 |     46.223 |   1.5908 |     45.466 |     1.1
   32 |   1.5887 |     46.218 |   1.5764 |     45.466 |     1.2
   33 |   1.5747 |     46.213 |   1.5631 |     45.466 |     1.2
   34 |   1.5634 |     46.213 |   1.5506 |     45.466 |     1.2
   35 |   1.5527 |     46.213 |   1.5394 |     45.466 |     1.3
   36 |   1.5389 |     46.213 |   1.5299 |     45.466 |     1.3
   37 |   1.5290 |     46.213 |   1.5206 |     45.466 |     1.3
   38 |   1.5187 |     46.218 |   1.5124 |     45.466 |     1.4
   39 |   1.5130 |     46.213 |   1.5042 |     45.466 |     1.4
   40 |   1.5033 |     46.213 |   1.4966 |     45.466 |     1.4
   41 |   1.4962 |     46.223 |   1.4897 |     45.466 |     1.5
   42 |   1.4913 |     46.207 |   1.4818 |     45.466 |     1.5
   43 |   1.4828 |     46.218 |   1.4753 |     45.466 |     1.5
   44 |   1.4761 |     46.218 |   1.4693 |     45.466 |     1.6
   45 |   1.4688 |     46.364 |   1.4632 |     45.466 |     1.6
   46 |   1.4673 |     46.169 |   1.4569 |     45.466 |     1.7
   47 |   1.4564 |     46.207 |   1.4509 |     45.466 |     1.7
   48 |   1.4530 |     46.131 |   1.4452 |     45.466 |     1.7
   49 |   1.4438 |     46.164 |   1.4401 |     45.466 |     1.8
   50 |   1.4400 |     46.175 |   1.4338 |     45.037 |     1.8
   51 |   1.4309 |     46.175 |   1.4276 |     44.853 |     1.8
   52 |   1.4245 |     46.077 |   1.4205 |     44.822 |     1.9
   53 |   1.4168 |     46.045 |   1.4143 |     44.853 |     1.9
   54 |   1.4079 |     46.055 |   1.4079 |     45.006 |     1.9
   55 |   1.3999 |     45.931 |   1.4014 |     44.730 |     2.0
   56 |   1.3965 |     45.828 |   1.3955 |     45.037 |     2.0
   57 |   1.3853 |     45.557 |   1.3898 |     44.332 |     2.1
   58 |   1.3816 |     45.562 |   1.3848 |     44.393 |     2.1
   59 |   1.3764 |     45.026 |   1.3814 |     44.914 |     2.1
   60 |   1.3684 |     45.346 |   1.3752 |     44.761 |     2.2
   61 |   1.3640 |     45.031 |   1.3711 |     44.393 |     2.2
   62 |   1.3565 |     44.815 |   1.3675 |     43.964 |     2.2
   63 |   1.3517 |     44.630 |   1.3624 |     44.547 |     2.3
   64 |   1.3443 |     44.565 |   1.3594 |     43.290 |     2.3
   65 |   1.3432 |     44.571 |   1.3577 |     43.321 |     2.4
   66 |   1.3394 |     44.175 |   1.3512 |     43.321 |     2.4
   67 |   1.3321 |     44.208 |   1.3495 |     43.627 |     2.4
   68 |   1.3264 |     44.132 |   1.3478 |     43.444 |     2.5
   69 |   1.3215 |     43.742 |   1.3440 |     43.995 |     2.5
   70 |   1.3152 |     43.671 |   1.3399 |     44.026 |     2.5
   71 |   1.3133 |     43.455 |   1.3393 |     43.229 |     2.6
   72 |   1.3062 |     43.048 |   1.3342 |     43.658 |     2.6
   73 |   1.3014 |     42.788 |   1.3321 |     43.137 |     2.7
   74 |   1.2968 |     42.664 |   1.3275 |     43.536 |     2.7
   75 |   1.2937 |     42.474 |   1.3276 |     43.229 |     2.7
   76 |   1.2896 |     42.219 |   1.3245 |     42.923 |     2.8
   77 |   1.2838 |     41.976 |   1.3211 |     43.107 |     2.8
   78 |   1.2797 |     41.927 |   1.3184 |     43.076 |     2.8
   79 |   1.2742 |     41.472 |   1.3174 |     42.494 |     2.9
   80 |   1.2746 |     41.602 |   1.3158 |     42.770 |     2.9
   81 |   1.2675 |     41.239 |   1.3106 |     42.096 |     2.9
   82 |   1.2619 |     40.897 |   1.3073 |     42.402 |     3.0
   83 |   1.2572 |     40.968 |   1.3044 |     42.525 |     3.0
   84 |   1.2575 |     40.767 |   1.3034 |     42.279 |     3.0
   85 |   1.2536 |     40.670 |   1.3045 |     41.575 |     3.1
   86 |   1.2480 |     40.404 |   1.2978 |     41.513 |     3.1
   87 |   1.2431 |     40.274 |   1.2963 |     41.268 |     3.2
   88 |   1.2406 |     39.971 |   1.2969 |     41.391 |     3.2
   89 |   1.2374 |     39.922 |   1.2943 |     41.146 |     3.2
   90 |   1.2338 |     40.101 |   1.2885 |     40.962 |     3.3
   91 |   1.2294 |     39.494 |   1.2899 |     41.176 |     3.3
   92 |   1.2256 |     39.434 |   1.2877 |     40.870 |     3.3
   93 |   1.2206 |     39.429 |   1.2815 |     40.809 |     3.4
   94 |   1.2132 |     39.077 |   1.2792 |     40.870 |     3.4
   95 |   1.2113 |     39.153 |   1.2789 |     40.748 |     3.4
   96 |   1.2073 |     39.066 |   1.2791 |     40.931 |     3.5
   97 |   1.2054 |     38.827 |   1.2774 |     40.870 |     3.5
   98 |   1.2012 |     38.627 |   1.2727 |     40.901 |     3.5
   99 |   1.1961 |     38.600 |   1.2739 |     40.564 |     3.6
  100 |   1.1930 |     38.372 |   1.2706 |     40.533 |     3.6
  101 |   1.1880 |     38.362 |   1.2667 |     40.288 |     3.7
  102 |   1.1856 |     38.166 |   1.2628 |     40.411 |     3.7
  103 |   1.1818 |     38.248 |   1.2610 |     40.533 |     3.7
  104 |   1.1785 |     38.064 |   1.2648 |     40.533 |     3.8
  105 |   1.1758 |     38.064 |   1.2567 |     40.257 |     3.8
  106 |   1.1724 |     37.961 |   1.2552 |     40.165 |     3.8
  107 |   1.1663 |     37.771 |   1.2564 |     40.227 |     3.9
  108 |   1.1597 |     37.825 |   1.2533 |     40.196 |     3.9
  109 |   1.1575 |     37.668 |   1.2524 |     40.165 |     3.9
  110 |   1.1525 |     37.473 |   1.2498 |     40.074 |     4.0
  111 |   1.1491 |     37.262 |   1.2541 |     40.288 |     4.0
  112 |   1.1460 |     37.235 |   1.2471 |     40.288 |     4.0
  113 |   1.1409 |     37.104 |   1.2444 |     40.135 |     4.1
  114 |   1.1362 |     37.034 |   1.2455 |     39.920 |     4.1
  115 |   1.1309 |     36.828 |   1.2436 |     40.074 |     4.2
  116 |   1.1361 |     36.611 |   1.2402 |     39.767 |     4.2
  117 |   1.1263 |     36.546 |   1.2391 |     39.737 |     4.2
  118 |   1.1249 |     36.292 |   1.2334 |     39.675 |     4.3
  119 |   1.1217 |     36.563 |   1.2346 |     39.706 |     4.3
  120 |   1.1183 |     36.389 |   1.2323 |     39.706 |     4.3
  121 |   1.1111 |     36.151 |   1.2328 |     39.614 |     4.4
  122 |   1.1115 |     36.243 |   1.2317 |     39.369 |     4.4
  123 |   1.1041 |     35.912 |   1.2258 |     39.706 |     4.4
  124 |   1.1003 |     36.021 |   1.2248 |     39.338 |     4.5
  125 |   1.0983 |     35.809 |   1.2233 |     39.308 |     4.5
  126 |   1.0959 |     35.652 |   1.2214 |     39.185 |     4.5
  127 |   1.0937 |     35.365 |   1.2257 |     39.583 |     4.6
  128 |   1.0959 |     35.625 |   1.2188 |     39.338 |     4.6
  129 |   1.0848 |     35.409 |   1.2189 |     39.461 |     4.7
  130 |   1.0811 |     35.241 |   1.2215 |     39.553 |     4.7
  131 |   1.0768 |     35.322 |   1.2242 |     39.645 |     4.7
  132 |   1.0730 |     35.008 |   1.2169 |     39.614 |     4.8
  133 |   1.0686 |     34.845 |   1.2176 |     39.308 |     4.8
  134 |   1.0670 |     35.029 |   1.2165 |     39.185 |     4.8
  135 |   1.0657 |     34.818 |   1.2133 |     39.583 |     4.9
  136 |   1.0614 |     34.422 |   1.2128 |     38.971 |     4.9
  137 |   1.0583 |     34.655 |   1.2204 |     39.369 |     4.9
  138 |   1.0551 |     34.531 |   1.2157 |     39.032 |     5.0
  139 |   1.0517 |     34.471 |   1.2122 |     38.848 |     5.0
  140 |   1.0477 |     34.460 |   1.2099 |     39.032 |     5.0
  141 |   1.0454 |     34.162 |   1.2071 |     38.909 |     5.1
  142 |   1.0429 |     34.173 |   1.2036 |     39.154 |     5.1
  143 |   1.0423 |     34.265 |   1.2049 |     38.848 |     5.2
  144 |   1.0341 |     33.908 |   1.2064 |     39.185 |     5.2
  145 |   1.0352 |     33.691 |   1.2038 |     38.940 |     5.2
  146 |   1.0398 |     34.309 |   1.2002 |     38.909 |     5.3
  147 |   1.0301 |     33.621 |   1.1984 |     38.450 |     5.3
  148 |   1.0275 |     33.826 |   1.1956 |     38.940 |     5.3
  149 |   1.0238 |     33.626 |   1.2056 |     38.848 |     5.4
  150 |   1.0179 |     33.322 |   1.2003 |     38.695 |     5.4
  151 |   1.0215 |     33.360 |   1.1922 |     38.450 |     5.4
  152 |   1.0140 |     33.160 |   1.1910 |     38.297 |     5.5
  153 |   1.0144 |     33.274 |   1.1955 |     38.542 |     5.5
  154 |   1.0088 |     33.182 |   1.1842 |     38.021 |     5.5
  155 |   1.0082 |     32.932 |   1.1856 |     37.960 |     5.6
  156 |   1.0026 |     32.846 |   1.1918 |     38.419 |     5.6
  157 |   0.9997 |     32.943 |   1.1863 |     38.388 |     5.7
  158 |   0.9980 |     32.683 |   1.1932 |     38.205 |     5.7
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 32
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 32
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 411,138

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5044 |     64.879 |   1.9451 |     53.768 |     0.0
    2 |   1.7353 |     49.680 |   1.5536 |     45.466 |     0.0
    3 |   1.4980 |     46.272 |   1.4424 |     45.466 |     0.1
    4 |   1.4313 |     46.213 |   1.4159 |     45.987 |     0.1
    5 |   1.4016 |     46.148 |   1.3845 |     45.833 |     0.1
    6 |   1.3770 |     46.153 |   1.3612 |     44.516 |     0.1
    7 |   1.3602 |     45.720 |   1.3450 |     44.975 |     0.2
    8 |   1.3420 |     45.302 |   1.3313 |     44.608 |     0.2
    9 |   1.3256 |     44.869 |   1.3170 |     44.148 |     0.2
   10 |   1.3052 |     44.175 |   1.3015 |     43.137 |     0.2
   11 |   1.2863 |     43.059 |   1.2790 |     41.912 |     0.3
   12 |   1.2557 |     42.192 |   1.2572 |     41.115 |     0.3
   13 |   1.2268 |     41.298 |   1.2369 |     40.717 |     0.3
   14 |   1.2078 |     40.550 |   1.2230 |     40.043 |     0.3
   15 |   1.1871 |     39.852 |   1.2074 |     39.400 |     0.3
   16 |   1.1657 |     38.893 |   1.1888 |     39.062 |     0.4
   17 |   1.1458 |     38.649 |   1.1806 |     39.369 |     0.4
   18 |   1.1372 |     38.199 |   1.1911 |     39.093 |     0.4
   19 |   1.1127 |     37.570 |   1.1580 |     38.480 |     0.4
   20 |   1.0919 |     36.985 |   1.1410 |     37.132 |     0.5
   21 |   1.0688 |     35.950 |   1.1220 |     37.469 |     0.5
   22 |   1.0521 |     35.333 |   1.1164 |     36.581 |     0.5
   23 |   1.0240 |     34.260 |   1.1153 |     36.121 |     0.5
   24 |   1.0065 |     33.490 |   1.1040 |     36.887 |     0.5
   25 |   0.9916 |     32.954 |   1.0784 |     34.835 |     0.6
   26 |   0.9674 |     32.309 |   1.0695 |     34.620 |     0.6
   27 |   0.9565 |     31.730 |   1.0616 |     34.038 |     0.6
   28 |   0.9319 |     30.879 |   1.0485 |     34.130 |     0.6
   29 |   0.9133 |     30.261 |   1.0421 |     33.395 |     0.7
   30 |   0.9013 |     29.665 |   1.0371 |     33.211 |     0.7
   31 |   0.8931 |     29.687 |   1.0479 |     33.364 |     0.7
   32 |   0.8753 |     28.950 |   1.0207 |     32.475 |     0.7
   33 |   0.8435 |     28.105 |   1.0209 |     31.985 |     0.7
   34 |   0.8243 |     27.102 |   1.0094 |     32.138 |     0.8
   35 |   0.8039 |     26.284 |   1.0011 |     32.230 |     0.8
   36 |   0.8006 |     26.512 |   1.0078 |     32.261 |     0.8
   37 |   0.7786 |     25.591 |   0.9838 |     30.607 |     0.8
   38 |   0.7626 |     24.919 |   0.9839 |     31.219 |     0.9
   39 |   0.7471 |     24.724 |   0.9952 |     31.281 |     0.9
   40 |   0.7454 |     24.794 |   0.9748 |     31.464 |     0.9
   41 |   0.7233 |     23.808 |   0.9851 |     31.679 |     0.9
   42 |   0.7115 |     23.494 |   0.9761 |     30.270 |     0.9
   43 |   0.6911 |     22.502 |   0.9647 |     30.362 |     1.0
   44 |   0.6786 |     21.928 |   0.9701 |     30.239 |     1.0
   45 |   0.6890 |     22.892 |   0.9689 |     29.320 |     1.0
   46 |   0.6618 |     21.966 |   0.9602 |     29.197 |     1.0
   47 |   0.6521 |     21.283 |   0.9664 |     29.044 |     1.1
   48 |   0.6247 |     20.487 |   0.9647 |     29.167 |     1.1
   49 |   0.6330 |     20.714 |   0.9805 |     29.565 |     1.1
   50 |   0.6216 |     20.714 |   0.9404 |     29.197 |     1.1
   51 |   0.6155 |     20.259 |   0.9539 |     29.718 |     1.1
   52 |   0.6006 |     19.354 |   0.9728 |     29.105 |     1.2
   53 |   0.5885 |     19.224 |   0.9622 |     28.401 |     1.2
   54 |   0.5779 |     18.850 |   0.9749 |     29.289 |     1.2
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 32
Encoder hidden units: 128
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 2,457,762

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5197 |     68.048 |   2.0130 |     58.824 |     0.1
    2 |   1.7888 |     50.818 |   1.5845 |     45.466 |     0.2
    3 |   1.5178 |     46.245 |   1.4571 |     45.466 |     0.3
    4 |   1.4421 |     46.272 |   1.4245 |     45.987 |     0.3
    5 |   1.4203 |     46.245 |   1.4095 |     45.987 |     0.4
    6 |   1.4095 |     46.175 |   1.4004 |     45.987 |     0.5
    7 |   1.4030 |     46.348 |   1.3945 |     45.466 |     0.6
    8 |   1.3970 |     46.240 |   1.3903 |     45.466 |     0.7
    9 |   1.3927 |     46.121 |   1.3804 |     44.884 |     0.8
   10 |   1.3825 |     45.801 |   1.3692 |     44.301 |     0.8
   11 |   1.3666 |     44.831 |   1.3405 |     44.056 |     0.9
   12 |   1.3463 |     44.788 |   1.3357 |     43.964 |     1.0
   13 |   1.3421 |     44.500 |   1.3298 |     43.627 |     1.1
   14 |   1.3335 |     44.446 |   1.3247 |     44.056 |     1.2
   15 |   1.3225 |     44.284 |   1.3129 |     43.260 |     1.3
   16 |   1.3175 |     44.002 |   1.3133 |     43.566 |     1.3
   17 |   1.3153 |     43.921 |   1.3060 |     42.923 |     1.4
   18 |   1.3089 |     43.866 |   1.2996 |     43.260 |     1.5
   19 |   1.2983 |     43.509 |   1.2940 |     41.881 |     1.6
   20 |   1.2923 |     43.216 |   1.2790 |     42.218 |     1.7
   21 |   1.2853 |     43.086 |   1.2818 |     42.126 |     1.8
   22 |   1.2816 |     42.718 |   1.2774 |     41.789 |     1.9
   23 |   1.2743 |     42.848 |   1.2674 |     41.513 |     2.0
   24 |   1.2696 |     42.572 |   1.2664 |     41.697 |     2.0
   25 |   1.2685 |     42.203 |   1.2677 |     42.004 |     2.1
   26 |   1.2621 |     42.593 |   1.2730 |     41.728 |     2.2
   27 |   1.2584 |     42.143 |   1.2597 |     41.605 |     2.3
   28 |   1.2501 |     41.959 |   1.2673 |     41.667 |     2.4
   29 |   1.2429 |     41.959 |   1.2569 |     41.605 |     2.5
   30 |   1.2496 |     42.111 |   1.2402 |     41.207 |     2.6
   31 |   1.2430 |     41.721 |   1.2499 |     41.360 |     2.7
   32 |   1.2328 |     41.634 |   1.2415 |     41.330 |     2.7
   33 |   1.2255 |     41.331 |   1.2417 |     41.330 |     2.8
   34 |   1.2193 |     40.968 |   1.2385 |     40.809 |     2.9
   35 |   1.2188 |     40.800 |   1.2433 |     40.533 |     3.0
   36 |   1.2125 |     40.762 |   1.2247 |     40.074 |     3.1
   37 |   1.2010 |     40.491 |   1.2117 |     39.828 |     3.2
   38 |   1.1937 |     39.933 |   1.2162 |     39.767 |     3.3
   39 |   1.1938 |     39.987 |   1.2085 |     39.982 |     3.4
   40 |   1.1808 |     39.608 |   1.1973 |     39.400 |     3.4
   41 |   1.1749 |     39.207 |   1.2005 |     39.369 |     3.5
   42 |   1.1796 |     39.494 |   1.1979 |     39.522 |     3.6
   43 |   1.1657 |     39.023 |   1.2005 |     39.828 |     3.7
   44 |   1.1681 |     39.001 |   1.2005 |     39.430 |     3.8
   45 |   1.1593 |     38.849 |   1.1892 |     38.971 |     3.9
   46 |   1.1507 |     38.638 |   1.1738 |     38.664 |     4.0
   47 |   1.1454 |     38.649 |   1.1816 |     38.756 |     4.0
   48 |   1.1365 |     37.966 |   1.1718 |     38.817 |     4.1
   49 |   1.1262 |     37.939 |   1.1749 |     38.327 |     4.2
   50 |   1.1292 |     37.700 |   1.1693 |     38.174 |     4.3
   51 |   1.1179 |     37.809 |   1.1657 |     37.929 |     4.4
   52 |   1.1138 |     37.370 |   1.1659 |     38.603 |     4.5
   53 |   1.1141 |     37.505 |   1.1789 |     39.001 |     4.6
   54 |   1.1072 |     37.321 |   1.1678 |     37.898 |     4.6
   55 |   1.0996 |     37.110 |   1.1691 |     38.634 |     4.7
   56 |   1.0883 |     36.899 |   1.1540 |     37.960 |     4.8
   57 |   1.0818 |     36.725 |   1.1563 |     37.929 |     4.9
   58 |   1.0831 |     36.465 |   1.1461 |     37.255 |     5.0
   59 |   1.0809 |     36.308 |   1.1550 |     38.174 |     5.1
   60 |   1.0669 |     36.162 |   1.1484 |     37.990 |     5.2
   61 |   1.0721 |     36.411 |   1.1297 |     37.010 |     5.3
   62 |   1.0655 |     36.162 |   1.1463 |     38.235 |     5.3
   63 |   1.0613 |     36.194 |   1.1360 |     37.776 |     5.4
   64 |   1.0479 |     35.474 |   1.1386 |     37.960 |     5.5
   65 |   1.0457 |     35.224 |   1.1258 |     36.703 |     5.6
   66 |   1.0420 |     35.176 |   1.1354 |     37.194 |     5.7
   67 |   1.0451 |     35.549 |   1.1272 |     37.286 |     5.8
   68 |   1.0383 |     35.295 |   1.1153 |     36.489 |     5.9
   69 |   1.0364 |     34.997 |   1.1336 |     36.826 |     5.9
   70 |   1.0444 |     35.734 |   1.1355 |     36.489 |     6.0
   71 |   1.0381 |     35.354 |   1.1332 |     37.531 |     6.1
   72 |   1.0292 |     34.975 |   1.1233 |     36.857 |     6.2
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.0
Trainable parameters: 2,502,306

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.2118 |     84.617 |   2.8860 |     83.333 |     0.1
    2 |   2.6924 |     71.771 |   2.5633 |     66.391 |     0.2
    3 |   2.4575 |     60.539 |   2.3830 |     58.824 |     0.2
    4 |   2.2966 |     58.718 |   2.2397 |     58.548 |     0.3
    5 |   2.1652 |     57.813 |   2.1223 |     57.874 |     0.4
    6 |   2.0593 |     56.702 |   2.0207 |     56.434 |     0.5
    7 |   1.9665 |     54.757 |   1.9325 |     51.287 |     0.6
    8 |   1.8884 |     49.252 |   1.8604 |     48.376 |     0.7
    9 |   1.8171 |     48.678 |   1.7862 |     48.131 |     0.7
   10 |   1.7474 |     48.467 |   1.7194 |     48.223 |     0.8
   11 |   1.6875 |     48.477 |   1.6636 |     48.591 |     0.9
   12 |   1.6353 |     47.930 |   1.6145 |     46.354 |     1.0
   13 |   1.5875 |     46.424 |   1.5716 |     45.650 |     1.1
   14 |   1.5475 |     46.256 |   1.5359 |     45.588 |     1.2
   15 |   1.5114 |     46.207 |   1.5017 |     45.588 |     1.2
   16 |   1.4816 |     45.990 |   1.4757 |     45.190 |     1.3
   17 |   1.4556 |     45.275 |   1.4517 |     44.638 |     1.4
   18 |   1.4285 |     44.988 |   1.4286 |     44.301 |     1.5
   19 |   1.4064 |     44.690 |   1.4131 |     44.240 |     1.6
   20 |   1.3860 |     44.305 |   1.3935 |     43.842 |     1.6
   21 |   1.3647 |     43.839 |   1.3812 |     43.719 |     1.7
   22 |   1.3482 |     43.466 |   1.3644 |     43.229 |     1.8
   23 |   1.3335 |     42.983 |   1.3521 |     42.770 |     1.9
   24 |   1.3169 |     42.474 |   1.3394 |     42.310 |     2.0
   25 |   1.2992 |     41.369 |   1.3259 |     41.483 |     2.0
   26 |   1.2849 |     40.480 |   1.3151 |     41.023 |     2.1
   27 |   1.2710 |     40.057 |   1.3044 |     40.257 |     2.2
   28 |   1.2547 |     39.434 |   1.2933 |     40.288 |     2.3
   29 |   1.2404 |     38.779 |   1.2841 |     39.277 |     2.4
   30 |   1.2247 |     38.161 |   1.2715 |     39.737 |     2.5
   31 |   1.2110 |     37.803 |   1.2647 |     38.909 |     2.5
   32 |   1.1953 |     37.440 |   1.2487 |     38.787 |     2.6
   33 |   1.1847 |     37.018 |   1.2391 |     38.940 |     2.7
   34 |   1.1704 |     36.964 |   1.2296 |     38.756 |     2.8
   35 |   1.1560 |     36.508 |   1.2210 |     38.174 |     2.8
   36 |   1.1424 |     36.097 |   1.2157 |     38.419 |     2.9
   37 |   1.1256 |     35.533 |   1.2039 |     37.960 |     3.0
   38 |   1.1165 |     35.154 |   1.2023 |     37.990 |     3.1
   39 |   1.1036 |     34.910 |   1.1851 |     37.408 |     3.2
   40 |   1.0848 |     34.341 |   1.1771 |     37.500 |     3.2
   41 |   1.0709 |     34.151 |   1.1760 |     37.408 |     3.3
   42 |   1.0594 |     33.686 |   1.1591 |     36.581 |     3.4
   43 |   1.0513 |     33.236 |   1.1598 |     36.366 |     3.5
   44 |   1.0371 |     32.710 |   1.1500 |     36.183 |     3.6
   45 |   1.0245 |     32.466 |   1.1402 |     35.907 |     3.6
   46 |   1.0067 |     31.702 |   1.1383 |     35.631 |     3.7
   47 |   0.9961 |     31.101 |   1.1323 |     35.325 |     3.8
   48 |   0.9828 |     30.651 |   1.1322 |     35.600 |     3.9
   49 |   0.9710 |     30.483 |   1.1174 |     34.651 |     4.0
   50 |   0.9648 |     29.849 |   1.1131 |     35.018 |     4.0
   51 |   0.9478 |     29.156 |   1.1122 |     35.049 |     4.1
   52 |   0.9349 |     28.858 |   1.1018 |     34.222 |     4.2
   53 |   0.9251 |     28.565 |   1.0997 |     34.191 |     4.3
   54 |   0.9171 |     28.186 |   1.0936 |     34.191 |     4.4
   55 |   0.9035 |     27.411 |   1.0915 |     34.283 |     4.4
   56 |   0.8913 |     27.238 |   1.0786 |     33.027 |     4.5
   57 |   0.8850 |     26.680 |   1.0825 |     33.946 |     4.6
   58 |   0.8755 |     26.701 |   1.0858 |     33.609 |     4.7
   59 |   0.8634 |     25.981 |   1.0721 |     33.027 |     4.8
   60 |   0.8547 |     25.710 |   1.0642 |     33.119 |     4.8
   61 |   0.8419 |     25.260 |   1.0644 |     32.812 |     4.9
   62 |   0.8358 |     24.984 |   1.0628 |     32.843 |     5.0
   63 |   0.8255 |     24.848 |   1.0627 |     32.629 |     5.1
   64 |   0.8144 |     24.409 |   1.0555 |     32.414 |     5.2
   65 |   0.8052 |     24.339 |   1.0541 |     32.016 |     5.2
